DA_Number,Detail_URL,Description,Submitted_Date,Decision,Categories,Property_Address,Applicant,Progress,Fees,Documents,Contact_Council
DA25/2370,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=736947&propkey=82119," Torrens title subdivision into two lots: Lot 1 to retain existing two storey dwelling, Lot 2 is vacant", 29/10/2025,Approved on 10/12/2025,Development Application,"The Park Dr, SANCTUARY POINT",Luke Antony Fonseca,"['Actioned|Description|Date Sent|Date Due|Date Rec.|Status', '28/10/2025|Development Application Received|2025-10-28||2025-10-28|Past']",$968,"DA25/2370 L A Fonseca - PAN-584775 - The Park Drive SAN...
DA25/2370/1 Application - L A Fonseca - PAN-584775 - The ...
  *D25/516284 Report - Statement of Environmental Effects -... 
  *D25/516257 Forms - Waste Management Plan - The Park Driv... 
  *D25/516267 Plans - Preliminary Engineering Drawings - Th... 
  *D25/516276 Plans - Proposed Subdivision - V5 - Uploaded ... 
  *D25/516273 Plans - Site - V3 - Uploaded 29/10/25 - The P... 
DA25/2370/3 Referrals - L A Fonseca - PAN-584775 - The Pa...
DA25/2370/2 Notification / Submissions - L A Fonseca - PA...
DA25/2370/4 Assessment - L A Fonseca - PAN-584775 - The P...
DA25/2370/6 Determination - L A Fonseca - PAN-584775 - Th...
  *D25/571498 approved plan of Subdivision - Lot 78 DP 818... 
  *D25/576797 DA2025 2370 Notice of Determination - Subdivi... 
DA25/2370/7 Post Determination - L A Fonseca - PAN-584775...
DA25/2370/5 Inspections - L A Fonseca - PAN-584775 - The ...
DA25/2370/8 Connected Documents - L A Fonseca - PAN-58477...",Not required
DA25/2339,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=736615&propkey=1005309, Construction of a single dwelling and swimming pool and use as a temporary exhibition home, 30/10/2025,UnderAss,Development Application,"12 Myrtle Drive, BADAGARANG",Hotondo South Coast Pty Ltd,"['Actioned|Description|Date Sent|Date Due|Date Rec.|Status', '22/10/2025|Development Application Received|2025-10-22||2025-10-22|Past']",$3390,"DA25/2339 Hotondo South Coast Pty Ltd - PAN-583624 - 12...
DA25/2339/4 Assessment - Hotondo South Coast Pty Ltd - PA...
DA25/2339/3 Referrals - Hotondo South Coast Pty Ltd - PAN...
DA25/2339/2 Notification / Submissions - Hotondo South Co...
DA25/2339/5 Inspections - Hotondo South Coast Pty Ltd - P...
DA25/2339/1 Application - Hotondo South Coast Pty Ltd - P...
  *D25/517805 Forms - Waste Management Plan - V2 - Uploaded... 
  *D25/517811 Plans - Colour Schedule - 12 Myrtle Drive BAD... 
  *D25/517797 Certificate - BASIX - 12 Myrtle Drive BADAGAR... 
  *D25/517818 Report - Biodiversity Offset Scheme - 12 Myrt... 
  *D25/517816 Report - Statement of Environmental Effects -... 
  *D25/517813 Plans - Notification - 12 Myrtle Drive BADAGA... 
  *D25/517815 Plans - Site - 12 Myrtle Drive BADAGARANG NS... 
DA25/2339/7 Post Determination - Hotondo South Coast Pty ...
DA25/2339/6 Determination - Hotondo South Coast Pty Ltd -...
DA25/2339/8 Connected Documents - Hotondo South Coast Pty...",Not required
DA25/2351,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=736734&propkey=48881, Shed and associated paving, 30/10/2025,Approved on 16/12/2025,Development Application,"243 Lake Conjola Entrance Rd, CONJOLA PARK",The Trustee For CB & J Irwin Family Trust,"['Actioned|Description|Date Sent|Date Due|Date Rec.|Status', '23/10/2025|Development Application Received|2025-10-23||2025-10-23|Past']",$3206.92,"DA25/2351 The Trustee For CB & J Irwin Family Trust - P...
DA25/2351/1 Application - The Trustee For CB & J Irwin Fa...
  *D25/519192 Forms - Waste Management Plan - 243 Lake Conj... 
  *D25/519212 Report - Biodiversity Offsets Scheme - 243 La... 
  *D25/519197 Plans - Bushfire Assessment - 243 Lake Conjol... 
  *D25/519200 Plans - Notification - V2 - Uploaded 27/10/25... 
  *D25/519211 Report - Statement of Environmental Effects -... 
  *D25/519210 Plans - Site - V3 - Uploaded 30/10/25 - 243 L... 
  *D25/519204 Plans - Wastewater Management - V3 - Uploaded... 
DA25/2351/2 Notification / Submissions - The Trustee For ...
  *D25/529291 Submission - Ioannou, Evangelos - PUBLIC - Su... 
  *D25/537063 Submission - Attachment - National Parks And ... 
  *D25/537120 Submission - National Parks And Wildlife Serv... 
DA25/2351/4 Assessment - The Trustee For CB & J Irwin Fam...
DA25/2351/8 Connected Documents - The Trustee For CB & J ...
DA25/2351/5 Inspections - The Trustee For CB & J Irwin Fa...
DA25/2351/7 Post Determination - The Trustee For CB & J I...
DA25/2351/3 Referrals - The Trustee For CB & J Irwin Fami...
DA25/2351/6 Determination - The Trustee For CB & J Irwin ...
  *D25/586926 Approved Architectural Plans - DA2025/2351 - ... 
  *D25/586939 Notice of Determination - DA2025 2351 - 243 ... ",Not required
DA25/2374,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=737057&propkey=57219, Swimming pool, 30/10/2025,Approved on 04/12/2025,Development Application,"185 Bundewallah Rd, BUNDEWALLAH",Chris Hall,"['Actioned|Description|Date Sent|Date Due|Date Rec.|Status', '28/10/2025|Development Application Received|2025-10-28||2025-10-28|Past']",$626.12,"DA25/2374 C Hall - PAN-585516 - 185 Bundewallah Road BU...
DA25/2374/4 Assessment - C Hall - PAN-585516 - 185 Bundew...
DA25/2374/3 Referrals - C Hall - PAN-585516 - 185 Bundewa...
DA25/2374/2 Notification / Submissions - C Hall - PAN-585...
DA25/2374/8 Connected Documents - C Hall - PAN-585516 - 1...
DA25/2374/6 Determination - C Hall - PAN-585516 - 185 Bun...
  *D25/569255 Notice of Determination - DA2025/2374 - 185 B... 
  *D25/569254 Approved Plans - Architectural - DA2025/2374 ... 
DA25/2374/1 Application - C Hall - PAN-585516 - 185 Bunde...
  *D25/516363 Plans - Elevations and Sections - 185 Bundewa... 
  *D25/516368 Plans - Coping Specifications - 185 Bundewall... 
  *D25/516358 Report - Biodiversity Offset Scheme - 185 Bun... 
  *D25/516369 Plans - Effluent Disposal Information - 185 B... 
  *D25/516374 Report - Statement of Environmental Effects -... 
  *D25/516357 Forms - Waste Management Plan - 185 Bundewall... 
  *D25/516365 Plans - Architectural - V3 - Uploaded 30/10/2... 
DA25/2374/5 Inspections - C Hall - PAN-585516 - 185 Bunde...
DA25/2374/7 Post Determination - C Hall - PAN-585516 - 18...",Not required
MA25/1358,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=736737&propkey=3033, S4.55(1) to DA24/1395 - Delete condition 11(b), 30/10/2025,UnderAss,Modification Application,"22 East Cr, CULBURRA BEACH",Iarchitecture SC Pty Ltd,"['Actioned|Description|Date Sent|Date Due|Date Rec.|Status', '23/10/2025|Modification Application Received|2025-10-23||2025-10-23|Past']",$150,"MA25/1358/2 Notification / Submissions - Iarchitecture SC...
MA25/1358 Iarchitecture SC Pty Ltd - PAN-584134 - 22 Ea...
MA25/1358/1 Application - Iarchitecture SC Pty Ltd - PAN-...
  *D25/516651 Letter - Cover Letter - V2 - 22 East Crescent... 
  *D25/516653 Letter - Justification - V2 - 22 East Crescen... 
MA25/1358/6 Determination - Iarchitecture SC Pty Ltd - PA...
MA25/1358/5 Inspections - Iarchitecture SC Pty Ltd - PAN-...
MA25/1358/7 Post Determination - Iarchitecture SC Pty Ltd...
MA25/1358/4 Assessment - Iarchitecture SC Pty Ltd - PAN-5...
MA25/1358/3 Referrals - Iarchitecture SC Pty Ltd - PAN-58...
MA25/1358/8 Connected Documents - Iarchitecture SC Pty Lt...",Not required
DA25/2365,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=736908&propkey=4188, Demolition of existing dwelling. Construction of a single storey dwelling house, 31/10/2025,Approved on 10/12/2025,Development Application,"61 Penguins Head Rd, CULBURRA BEACH",Garsh Developments Pty Ltd,"['Actioned|Description|Date Sent|Date Due|Date Rec.|Status', '27/10/2025|Development Application Received|2025-10-27||2025-10-27|Past']",$2358,"DA25/2365 Garsh Developments Pty Ltd - PAN-584884 - 61 ...
DA25/2365/5 Inspections - Garsh Developments Pty Ltd - PA...
DA25/2365/4 Assessment - Garsh Developments Pty Ltd - PAN...
DA25/2365/3 Referrals - Garsh Developments Pty Ltd - PAN-...
DA25/2365/2 Notification / Submissions - Garsh Developmen...
DA25/2365/1 Application - Garsh Developments Pty Ltd - PA...
  *D25/518648 Certificate - NatHERS - 61 Penguins Head Road... 
  *D25/518646 Certificate - BASIX - 61 Penguins Head Road ... 
  *D25/518663 Report - Statement of Environmental Effects -... 
  *D25/518665 Report - Biodiversity Offset Scheme - 61 Peng... 
  *D25/518660 Plans - Notification - V2 - Uploaded 29/10/25... 
  *D25/518654 Forms - Waste Management Plan - V2 - Uploaded... 
  *D25/518659 Plans - Site - 61 Penguins Head Road CULBURR... 
DA25/2365/7 Post Determination - Garsh Developments Pty L...
DA25/2365/6 Determination - Garsh Developments Pty Ltd - ...
  *D25/578057 Notice of Determination - Demolition of exist... 
  *D25/578039 Basix Certificate - 61 Penguins Head Rd Culbu... 
  *D25/578055 Approved Plans - 61 Penguins Head Rd Culburra... 
DA25/2365/8 Connected Documents - Garsh Developments Pty ...",Not required
DA25/2366,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=736932&propkey=116802," Alterations and Additions to Caravan Park: Installation of an outdoor spa and wellness precinct comprising 4 spa pools and associated footpaths and decks, pool fencing and landscaping. Conversion of an existing storage and toilet facility into 4 toilet cubicles. Relocation of 9 short term sites.", 31/10/2025,AwaitInfo,Development Application,"381 Murramarang Rd, BAWLEY POINT",Tasman Tourism Pty Ltd,"['Actioned|Description|Date Sent|Date Due|Date Rec.|Status', '27/10/2025|Development Application Received|2025-10-27||2025-10-27|Past']",$2676.54,"DA25/2366/1 Application - Tasman Tourism Pty Ltd - PAN-58...
  *D25/520881 Plans - Sediment and Erosion Control Plan - 3... 
  *D25/520889 Report - Biodiversity Offset Scheme - 381 Mur... 
  *D25/520878 Forms - Waste Management Plan - 381 Murramara... 
  *D25/520883 Plans - Site - 381 Murramarang Road BAWLEY P... 
  *D25/520888 Report - Bushfire Assessment - 381 Murramara... 
  *D25/520890 Report - Statement of Environmental Effects -... 
  *D25/520880 Letter - Cover Letter - 381 Murramarang Road ... 
DA25/2366 Tasman Tourism Pty Ltd - PAN-584983 - 381 Mur...
DA25/2366/2 Notification / Submissions - Tasman Tourism P...
DA25/2366/5 Inspections - Tasman Tourism Pty Ltd - PAN-58...
DA25/2366/3 Referrals - Tasman Tourism Pty Ltd - PAN-5849...
DA25/2366/4 Assessment - Tasman Tourism Pty Ltd - PAN-584...
DA25/2366/6 Determination - Tasman Tourism Pty Ltd - PAN-...
DA25/2366/8 Connected Documents - Tasman Tourism Pty Ltd ...
DA25/2366/7 Post Determination - Tasman Tourism Pty Ltd -...",Not required
DA25/2376,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=737091&propkey=12434, Demolition of existing structures and construction of a two storey dwelling house, 31/10/2025,Approved on 12/12/2025,Development Application,"7 Ada St, VINCENTIA",Hotondo South Coast Pty Ltd,"['Actioned|Description|Date Sent|Date Due|Date Rec.|Status', '29/10/2025|Development Application Received|2025-10-29||2025-10-29|Past']",$2877.28,"DA25/2376/2 Notification / Submissions - Hotondo South Co...
DA25/2376/3 Referrals - Hotondo South Coast Pty Ltd - PAN...
DA25/2376 Hotondo South Coast Pty Ltd - PAN-585717 - 7 ...
DA25/2376/6 Determination - Hotondo South Coast Pty Ltd -...
  *D25/582157 Approved Plans (external) DA2025 2376 - 7 Ada... 
  *D25/582112 Notice of Determination - DA2025 2376 - 7 Ada... 
DA25/2376/1 Application - Hotondo South Coast Pty Ltd - P...
  *D25/518945 Forms - Waste Management Plan - 7 Ada Street ... 
  *D25/518953 Plans - Site - V1 - Uploaded 29/10/25 - 7 Ada... 
  *D25/518964 Report - Biodiversity Offset Scheme - 7 Ada S... 
  *D25/518965 Report - Bushfire Assessment - 7 Ada Street V... 
  *D25/518939 Certificate - BASIX & NatHERS - V2 - Uploaded... 
  *D25/518966 Report - Superceeded - SEE - 7 Ada Street VIN... 
  *D25/518958 Plans - Site - V3 - Uploaded 30/10/25 - 7 Ada... 
  *D25/518960 Plans - Notification - V2 - Uploaded 30/10/25... 
  *D25/518962 Plans - Colour Sheet - 7 Ada Street VINCENTIA... 
DA25/2376/5 Inspections - Hotondo South Coast Pty Ltd - P...
DA25/2376/4 Assessment - Hotondo South Coast Pty Ltd - PA...
DA25/2376/8 Connected Documents - Hotondo South Coast Pty...
DA25/2376/7 Post Determination - Hotondo South Coast Pty ...",Not required
DA25/2362,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=736865&propkey=43763," Dwelling house, relocation of pool shade structure, demolition of pool shed", 03/11/2025,Approved on 05/12/2025,Development Application,"119 Evelyn Rd, TOMERONG",Blair Mullins,"['Actioned|Description|Date Sent|Date Due|Date Rec.|Status', '27/10/2025|Development Application Received|2025-10-27||2025-10-27|Past']",$3364.36,"DA25/2362 B Mullins - PAN-583060 - 119 Evelyn Road TOME...
DA25/2362/3 Referrals - B Mullins - PAN-583060 - 119 Evel...
DA25/2362/1 Application - B Mullins - PAN-583060 - 119 Ev...
  *D25/525777 Forms - Waste Management Plan - 119 Evelyn Ro... 
  *D25/525793 Report - Biodiversity Offsets Scheme - 119 Ev... 
  *D25/525792 Plans - 3D Images Photomontage - 119 Evelyn R... 
  *D25/525796 Report - Bushfire Assessment - 119 Evelyn Roa... 
  *D25/525770 Certificate - BASIX - 119 Evelyn Road TOMERON... 
  *D25/525769 Certificate - NatHERS - 119 Evelyn Road TOME... 
  *D25/525784 Plans - Site - 119 Evelyn Road TOMERONG NSW 2... 
  *D25/525795 Report - Soil and Site Assessment for Onsite ... 
  *D25/525791 Plans - Notification - V2 - Uploaded 06/11/25... 
  *D25/525797 Report - Statement of Environmental Effects -... 
  *D25/536031 Plans - Revised Notification Plans - DA2025/2... 
DA25/2362/2 Notification / Submissions - B Mullins - PAN-...
DA25/2362/6 Determination - B Mullins - PAN-583060 - 119 ...
  *D25/570880 Determination - Approval - DA2025/2362 - 119 ... 
  *D25/570931 Approved Plans - External - DA2025/2362 - 119... 
  *D25/570937 Approved Document - Bushfire Assessment Repor... 
  *D25/570938 Approved Document - BASIX Certificate - DA202... 
  *D25/570940 Approved Document - NatHERS Certificate- DA20... 
DA25/2362/5 Inspections - B Mullins - PAN-583060 - 119 Ev...
DA25/2362/7 Post Determination - B Mullins - PAN-583060 -...
DA25/2362/4 Assessment - B Mullins - PAN-583060 - 119 Eve...
DA25/2362/8 Connected Documents - B Mullins - PAN-583060 ...",Not required
DA25/2377,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=737107&propkey=116891, Community Title Subdivision of an existing approved multi dwelling housing development, 03/11/2025,Approved on 09/12/2025,Development Application,"17 Banool Cct, BOMADERRY",Allen Price Pty Ltd,"['Actioned|Description|Date Sent|Date Due|Date Rec.|Status', '29/10/2025|Development Application Received|2025-10-29||2025-10-29|Past']",$654,"DA25/2377/4 Assessment - Allen Price Pty Ltd - PAN-585712...
DA25/2377/8 Connected Documents - Allen Price Pty Ltd - P...
DA25/2377/3 Referrals - Allen Price Pty Ltd - PAN-585712 ...
  *D25/532004 Internal Referral - Building Surveyor - DA202... 
  *D25/532010 Internal Referral - GIS Unit House Numbering ... 
  *D25/532011 Internal Referral - Water Asset Planning & De... 
DA25/2377 Allen Price Pty Ltd - PAN-585712 - 17 Banool ...
DA25/2377/1 Application - Allen Price Pty Ltd - PAN-58571...
  *D25/520993 Plans - Subdivision Plan - 17 Banool Circuit ... 
  *D25/520994 Plans - Site - 17 Banool Circuit BOMADERRY N... 
  *D25/520997 Report - Statement of Environmental Effects -... 
  *D25/520989 Letter - Cover Letter - 17 Banool Circuit BOM... 
DA25/2377/7 Post Determination - Allen Price Pty Ltd - PA...
DA25/2377/2 Notification / Submissions - Allen Price Pty ...
DA25/2377/6 Determination - Allen Price Pty Ltd - PAN-585...
  *D25/574549 DETERMINATION - APPROVAL - 17 Banool Circuit ... 
  *D25/574565 APPROVED PLANS - Lot Layout - 17 Banool Circu... 
DA25/2377/5 Inspections - Allen Price Pty Ltd - PAN-58571...",Not required
DA25/2383,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=737238&propkey=3913, Detached shed with awning, 03/11/2025,AwaitInfo,Development Application,"9 Otway St, ORIENT POINT",Fernleigh Drafting,"['Actioned|Description|Date Sent|Date Due|Date Rec.|Status', '30/10/2025|Development Application Received|2025-10-30||2025-10-30|Past']",$1006.08,"DA25/2383/3 Referrals - F Drafting - PAN-586168 - 9 Otway...
DA25/2383/1 Application - F Drafting - PAN-586168 - 9 Otw...
  *D25/521052 Letter - Variation Request - 9 Otway Street O... 
  *D25/521047 Forms - Waste Management - 9 Otway Street OR... 
  *D25/521045 Forms - Shed Use - 9 Otway Street ORIENT POI... 
  *D25/521057 Report - Statement of Environmental Effects -... 
  *D25/521054 Plans - Notification - 9 Otway Street ORIENT ... 
  *D25/521055 Report - Biodiversity Offset Scheme - 9 Otway... 
  *D25/521053 Plans - Site - 9 Otway Street ORIENT POINT NS... 
DA25/2383/5 Inspections - F Drafting - PAN-586168 - 9 Otw...
DA25/2383/2 Notification / Submissions - F Drafting - PAN...
DA25/2383/6 Determination - F Drafting - PAN-586168 - 9 O...
DA25/2383 F Drafting - PAN-586168 - 9 Otway Street ORIE...
DA25/2383/4 Assessment - F Drafting - PAN-586168 - 9 Otwa...
DA25/2383/7 Post Determination - F Drafting - PAN-586168 ...
DA25/2383/8 Connected Documents - F Drafting - PAN-586168...",Not required
DA25/2380,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=737208&propkey=120857, Community Title Subdivision of existing approved Multi-Dwelling Housing Development, 04/11/2025,Approved on 26/11/2025,Development Application,"2 Elian Cr, SOUTH NOWRA",Allen Price Pty Ltd,"['Actioned|Description|Date Sent|Date Due|Date Rec.|Status', '30/10/2025|Development Application Received|2025-10-30||2025-10-30|Past']",$707,"DA25/2380/1 Application - Allen Price Pty Ltd - PAN-58606...
  *D25/522541 Report - Bushfire Protection Assessment - 2 E... 
  *D25/522536 Letter - Cover Letter - 2 Elian Crescent SOU... 
  *D25/522544 Report - Statement of Environmental Effects -... 
  *D25/522539 Plans - Subdivision Sketch Plan - 2 Elian Cr... 
  *D25/522540 Plans - Site - 2 Elian Crescent SOUTH NOWRA ... 
DA25/2380 Allen Price Pty Ltd - PAN-586063 - 2 Elian Cr...
DA25/2380/6 Determination - Allen Price Pty Ltd - PAN-586...
  + D25/567754 Water Development Notice - DA25 2380 - N1 
  *D25/555842 Approved Plans - Lot Layout - 2 Elian Cres So... 
  *D25/555830 Determination - Approval - 2 Elian Cres South... 
DA25/2380/5 Inspections - Allen Price Pty Ltd - PAN-58606...
DA25/2380/4 Assessment - Allen Price Pty Ltd - PAN-586063...
DA25/2380/7 Post Determination - Allen Price Pty Ltd - PA...
DA25/2380/3 Referrals - Allen Price Pty Ltd - PAN-586063 ...
DA25/2380/8 Connected Documents - Allen Price Pty Ltd - P...
DA25/2380/2 Notification / Submissions - Allen Price Pty ...",Not required
